epoch,accuracy,loss,val_accuracy,val_loss
45,0.9039875864982605,0.23631249368190765,0.7801339030265808,0.5511714220046997
46,0.9127629399299622,0.22113606333732605,0.7700892686843872,0.5960289835929871
47,0.9033423662185669,0.23241423070430756,0.7868303656578064,0.5903955101966858
48,0.9087623953819275,0.22211845219135284,0.7790178656578064,0.6141027808189392
49,0.9078881144523621,0.2237527072429657,0.77734375,0.6170282363891602
50,0.9068266749382019,0.22717787325382233,0.7282366156578064,0.7059530019760132
51,0.909794807434082,0.22567276656627655,0.7700892686843872,0.5852977633476257
52,0.9069557189941406,0.2330349236726761,0.7678571343421936,0.6436102986335754
53,0.9079881310462952,0.22517840564250946,0.7433035969734192,0.6481347680091858
54,0.9140534400939941,0.22033840417861938,0.7622767686843872,0.6502619385719299
55,0.9081171751022339,0.21853718161582947,0.7734375,0.6202325224876404
56,0.9130210280418396,0.22323647141456604,0.7890625,0.5650914907455444
57,0.9163762927055359,0.2142964005470276,0.7516741156578064,0.7744026780128479
58,0.911085307598114,0.2230885773897171,0.7728794813156128,0.6044319272041321
59,0.9122467637062073,0.21370065212249756,0.78515625,0.5497701168060303
60,0.9127629399299622,0.2164391577243805,0.7779017686843872,0.5502251982688904
61,0.9159891605377197,0.21332624554634094,0.7985491156578064,0.6340028643608093
62,0.918441116809845,0.20435938239097595,0.7684151530265808,0.6311373114585876
63,0.9131500720977783,0.21062816679477692,0.7823660969734192,0.6149039268493652
64,0.9153439402580261,0.21390363574028015,0.7790178656578064,0.5489814877510071
65,0.9154729843139648,0.2127322107553482,0.7857142686843872,0.6872853636741638
66,0.9156020283699036,0.20823733508586884,0.7806919813156128,0.7237669825553894
67,0.9101819396018982,0.21609707176685333,0.7728794813156128,0.5675806403160095
68,0.9183120131492615,0.2030930519104004,0.7299107313156128,0.8185814619064331
69,0.9242482781410217,0.1964745819568634,0.7427455186843872,0.6453313231468201
70,0.9149567484855652,0.20775164663791656,0.7706473469734192,0.7258909940719604
71,0.9197315573692322,0.20292791724205017,0.7795758843421936,0.6229596138000488
72,0.9221835136413574,0.20230938494205475,0.7868303656578064,0.5548681020736694
73,0.9217963814735413,0.19780004024505615,0.7762276530265808,0.6250349879264832
74,0.9238611459732056,0.19644518196582794,0.7790178656578064,0.6984284520149231
75,0.9233449697494507,0.19269168376922607,0.7678571343421936,0.6752524971961975
76,0.926700234413147,0.1867711842060089,0.7633928656578064,0.6836805939674377
77,0.92192542552948,0.19808299839496613,0.77734375,0.6154777407646179
78,0.923215925693512,0.19718384742736816,0.7868303656578064,0.564781904220581
79,0.9212801456451416,0.20338009297847748,0.7873883843421936,0.6542848944664001
80,0.920634925365448,0.1944035142660141,0.7806919813156128,0.6391420364379883
81,0.9214969873428345,0.19691024720668793,0.7751116156578064,0.7089076638221741
82,0.9257968664169312,0.18852603435516357,0.76953125,0.6655088067054749
83,0.9308297634124756,0.17793476581573486,0.7873883843421936,0.6836109161376953
84,0.9248935580253601,0.1944778859615326,0.7712053656578064,0.6315590143203735
85,0.9269583225250244,0.18653738498687744,0.7678571343421936,0.6686772108078003
86,0.9308297634124756,0.17977970838546753,0.79296875,0.6466799974441528
87,0.9318621754646301,0.17867955565452576,0.7823660969734192,0.6999104619026184
88,0.9278616309165955,0.1900687962770462,0.7946428656578064,0.6671754121780396
89,0.92889404296875,0.1843404471874237,0.7801339030265808,0.6133899688720703
90,0.9203768372535706,0.1861478090286255,0.7924107313156128,0.6741262078285217
91,0.9318621754646301,0.17744414508342743,0.765625,0.6497098803520203
92,0.924119234085083,0.18813268840312958,0.7857142686843872,0.6748055815696716
93,0.930184543132782,0.1783609539270401,0.7566964030265808,0.7075619101524353
94,0.9242482781410217,0.18845130503177643,0.7622767686843872,0.7597973942756653
95,0.9358627200126648,0.17367984354496002,0.7873883843421936,0.619629979133606
96,0.9363788962364197,0.16897113621234894,0.7862723469734192,0.6746782660484314
97,0.9257968664169312,0.1916458010673523,0.7790178656578064,0.7020226120948792
98,0.9283778667449951,0.1824425905942917,0.7823660969734192,0.7441051602363586
99,0.9313459992408752,0.1755886822938919,0.78515625,0.6312854886054993
